Order Ticket Number,Order Timestamp,Employee ID,Employee Name,Store ID,Store Name,Order Channel
TCK-011901,2025-08-06 13:15:05,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011902,2025-08-07 12:03:52,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011903,2025-08-07 20:56:06,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-011904,2025-08-07 20:55:16,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011905,2025-08-07 12:29:10,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011906,2025-08-07 18:00:59,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-011907,2025-08-07 16:47:09,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011908,2025-08-07 19:56:09,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011909,2025-08-07 20:54:13,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011910,2025-08-07 13:18:29,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-011911,2025-08-07 16:46:53,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011912,2025-08-07 11:35:28,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011913,2025-08-07 13:43:21,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-011914,2025-08-07 22:38:20,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-011915,2025-08-07 20:44:22,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011916,2025-08-07 12:16:32,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-011917,2025-08-07 19:59:38,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011918,2025-08-07 18:14:51,EMP-004,Jordan Blake,STORE-01,Main Street Location,Uber Eats
TCK-011919,2025-08-07 18:24:31,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011920,2025-08-07 20:23:13,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-011921,2025-08-07 17:55:18,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011922,2025-08-07 19:52:23,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011923,2025-08-07 11:16:29,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-011924,2025-08-07 13:59:12,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-011925,2025-08-07 11:46:04,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-011926,2025-08-07 20:00:42,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011927,2025-08-07 19:01:48,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011928,2025-08-07 11:40:36,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011929,2025-08-07 16:56:27,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-011930,2025-08-07 17:36:15,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011931,2025-08-07 19:53:38,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-011932,2025-08-07 11:38:18,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011933,2025-08-07 12:24:12,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011934,2025-08-07 18:55:51,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-011935,2025-08-07 12:57:56,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011936,2025-08-07 21:10:23,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011937,2025-08-07 13:33:57,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-011938,2025-08-07 22:19:15,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011939,2025-08-07 19:06:40,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-011940,2025-08-07 17:34:08,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011941,2025-08-07 18:19:29,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011942,2025-08-07 19:31:38,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011943,2025-08-07 20:50:38,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011944,2025-08-07 11:12:28,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011945,2025-08-07 19:27:51,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011946,2025-08-07 13:13:52,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Uber Eats
TCK-011947,2025-08-07 11:56:32,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011948,2025-08-07 13:16:46,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011949,2025-08-07 16:44:08,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-011950,2025-08-07 17:33:18,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011951,2025-08-07 14:48:08,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Uber Eats
TCK-011952,2025-08-07 19:19:15,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011953,2025-08-07 20:31:34,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-011954,2025-08-07 13:09:46,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011955,2025-08-07 20:14:22,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011956,2025-08-07 12:07:19,EMP-004,Jordan Blake,STORE-01,Main Street Location,Grubhub
TCK-011957,2025-08-07 18:45:36,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011958,2025-08-07 22:39:46,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-011959,2025-08-08 13:58:38,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011960,2025-08-08 11:28:06,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-011961,2025-08-08 21:26:22,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011962,2025-08-08 21:56:12,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Uber Eats
TCK-011963,2025-08-08 19:14:21,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-011964,2025-08-08 16:34:19,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-011965,2025-08-08 22:57:45,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011966,2025-08-08 12:33:36,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-011967,2025-08-08 20:18:35,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-011968,2025-08-08 20:42:29,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011969,2025-08-08 14:00:04,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011970,2025-08-08 21:38:02,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011971,2025-08-08 18:04:47,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-011972,2025-08-08 18:10:02,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-011973,2025-08-08 19:11:16,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011974,2025-08-08 17:30:59,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011975,2025-08-08 16:08:56,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011976,2025-08-08 19:00:17,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011977,2025-08-08 18:24:49,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011978,2025-08-08 20:28:11,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-011979,2025-08-08 18:52:24,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011980,2025-08-08 13:13:39,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-011981,2025-08-08 19:53:45,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-011982,2025-08-08 13:16:02,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011983,2025-08-08 13:27:57,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011984,2025-08-08 13:36:41,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-011985,2025-08-08 21:31:53,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-011986,2025-08-08 20:42:40,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-011987,2025-08-08 17:44:58,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-011988,2025-08-08 18:19:23,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-011989,2025-08-08 13:50:50,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-011990,2025-08-08 20:36:35,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-011991,2025-08-08 21:35:48,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-011992,2025-08-08 18:37:06,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-011993,2025-08-08 19:55:12,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011994,2025-08-08 20:41:47,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-011995,2025-08-08 19:38:22,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011996,2025-08-08 17:42:06,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-011997,2025-08-08 22:22:32,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011998,2025-08-08 20:08:50,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-011999,2025-08-08 17:40:41,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-012000,2025-08-08 22:29:37,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-012001,2025-08-08 12:36:35,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012002,2025-08-08 17:16:58,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012003,2025-08-08 18:19:31,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012004,2025-08-08 17:47:29,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012005,2025-08-08 19:18:25,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012006,2025-08-08 19:51:23,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-012007,2025-08-08 17:56:19,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-012008,2025-08-08 18:18:42,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012009,2025-08-08 21:45:52,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012010,2025-08-08 18:55:48,EMP-004,Jordan Blake,STORE-01,Main Street Location,Uber Eats
TCK-012011,2025-08-08 20:19:38,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012012,2025-08-08 18:55:34,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012013,2025-08-08 20:16:33,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012014,2025-08-08 17:01:01,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-012015,2025-08-08 18:18:38,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012016,2025-08-08 12:23:19,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012017,2025-08-08 18:35:33,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012018,2025-08-08 19:45:19,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012019,2025-08-08 22:33:41,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012020,2025-08-08 20:57:04,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012021,2025-08-08 11:44:01,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-012022,2025-08-08 11:55:09,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012023,2025-08-08 13:34:30,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-012024,2025-08-08 12:37:35,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-012025,2025-08-08 12:45:56,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-012026,2025-08-08 11:52:12,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012027,2025-08-08 21:11:49,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012028,2025-08-08 12:31:52,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-012029,2025-08-08 11:40:00,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012030,2025-08-08 13:16:42,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012031,2025-08-08 21:26:47,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-012032,2025-08-08 19:32:33,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012033,2025-08-08 19:07:27,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012034,2025-08-08 19:28:09,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-012035,2025-08-08 12:48:17,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012036,2025-08-08 11:26:11,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012037,2025-08-08 19:02:43,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-012038,2025-08-08 21:18:43,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012039,2025-08-08 18:46:06,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Grubhub
TCK-012040,2025-08-08 18:51:40,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012041,2025-08-08 16:15:01,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-012042,2025-08-08 19:34:36,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012043,2025-08-08 12:07:08,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012044,2025-08-08 11:42:00,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-012045,2025-08-08 12:02:58,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-012046,2025-08-08 19:13:22,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Takeout
TCK-012047,2025-08-09 20:27:52,EMP-004,Jordan Blake,STORE-01,Main Street Location,Uber Eats
TCK-012048,2025-08-09 19:23:45,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012049,2025-08-09 15:59:45,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012050,2025-08-09 17:58:04,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-012051,2025-08-09 19:05:28,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012052,2025-08-09 11:51:46,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012053,2025-08-09 11:11:05,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-012054,2025-08-09 13:29:30,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012055,2025-08-09 17:21:31,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012056,2025-08-09 22:48:12,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012057,2025-08-09 20:46:11,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-012058,2025-08-09 11:27:25,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012059,2025-08-09 12:13:23,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012060,2025-08-09 17:04:49,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-012061,2025-08-09 19:57:13,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012062,2025-08-09 12:38:58,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-012063,2025-08-09 12:36:03,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-012064,2025-08-09 18:38:47,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-012065,2025-08-09 11:01:04,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012066,2025-08-09 17:30:11,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012067,2025-08-09 20:44:37,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-012068,2025-08-09 11:11:07,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012069,2025-08-09 13:01:11,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012070,2025-08-09 11:32:44,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-012071,2025-08-09 18:40:34,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-012072,2025-08-09 17:45:25,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012073,2025-08-09 11:00:37,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-012074,2025-08-09 12:30:54,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012075,2025-08-09 17:25:18,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012076,2025-08-09 20:59:42,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-012077,2025-08-09 18:26:07,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-012078,2025-08-09 12:21:20,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-012079,2025-08-09 22:50:44,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012080,2025-08-09 17:41:39,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012081,2025-08-09 19:05:01,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-012082,2025-08-09 18:05:54,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012083,2025-08-09 21:58:54,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012084,2025-08-09 22:35:46,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-012085,2025-08-09 16:14:28,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-012086,2025-08-09 17:59:26,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-012087,2025-08-09 14:45:43,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-012088,2025-08-09 16:42:59,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012089,2025-08-09 12:55:17,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012090,2025-08-09 17:41:39,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012091,2025-08-09 16:21:06,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-012092,2025-08-09 22:29:34,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012093,2025-08-09 21:06:53,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Takeout
TCK-012094,2025-08-09 19:06:20,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-012095,2025-08-09 17:30:56,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012096,2025-08-09 19:06:48,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012097,2025-08-09 12:02:59,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-012098,2025-08-09 22:10:02,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-012099,2025-08-09 13:09:36,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-012100,2025-08-09 16:48:10,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012101,2025-08-09 18:58:02,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012102,2025-08-09 12:52:22,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
TCK-012103,2025-08-09 17:38:00,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012104,2025-08-09 18:58:03,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-012105,2025-08-09 19:34:19,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012106,2025-08-09 15:27:02,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-012107,2025-08-09 13:44:12,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012108,2025-08-09 18:52:33,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-012109,2025-08-09 12:10:32,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012110,2025-08-09 20:44:08,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-012111,2025-08-09 17:52:54,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012112,2025-08-09 20:19:09,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012113,2025-08-09 14:34:25,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012114,2025-08-09 14:23:48,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012115,2025-08-09 11:13:31,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Grubhub
TCK-012116,2025-08-09 20:19:43,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012117,2025-08-09 20:44:45,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012118,2025-08-09 18:05:55,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012119,2025-08-09 17:35:03,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012120,2025-08-10 13:39:15,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012121,2025-08-10 17:28:17,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012122,2025-08-10 20:28:31,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012123,2025-08-10 11:29:00,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012124,2025-08-10 13:41:17,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012125,2025-08-10 18:14:20,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012126,2025-08-10 17:44:21,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012127,2025-08-10 18:15:44,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012128,2025-08-10 19:42:18,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012129,2025-08-10 13:11:04,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012130,2025-08-10 21:49:46,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-012131,2025-08-10 20:23:52,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-012132,2025-08-10 19:23:09,EMP-002,Marcus Lee,STORE-01,Main Street Location,Dine In
TCK-012133,2025-08-10 18:56:54,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-012134,2025-08-10 18:19:48,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012135,2025-08-10 18:55:40,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012136,2025-08-10 11:53:08,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Grubhub
TCK-012137,2025-08-10 16:05:51,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012138,2025-08-10 18:01:11,EMP-002,Marcus Lee,STORE-01,Main Street Location,Grubhub
TCK-012139,2025-08-10 20:00:37,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-012140,2025-08-10 22:50:56,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-012141,2025-08-10 18:55:58,EMP-004,Jordan Blake,STORE-01,Main Street Location,Dine In
TCK-012142,2025-08-10 19:29:54,EMP-004,Jordan Blake,STORE-01,Main Street Location,Uber Eats
TCK-012143,2025-08-10 20:25:53,EMP-001,Dana Ruiz,STORE-01,Main Street Location,DoorDash
TCK-012144,2025-08-10 20:45:51,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-012145,2025-08-10 22:51:38,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012146,2025-08-10 20:24:34,EMP-003,Priya Nair,STORE-01,Main Street Location,Uber Eats
TCK-012147,2025-08-10 20:57:56,EMP-002,Marcus Lee,STORE-01,Main Street Location,Uber Eats
TCK-012148,2025-08-10 17:38:10,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012149,2025-08-10 20:21:38,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012150,2025-08-10 11:03:56,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012151,2025-08-10 17:57:46,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-012152,2025-08-10 13:48:10,EMP-004,Jordan Blake,STORE-01,Main Street Location,DoorDash
TCK-012153,2025-08-10 11:50:19,EMP-004,Jordan Blake,STORE-01,Main Street Location,Takeout
TCK-012154,2025-08-10 17:56:22,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Grubhub
TCK-012155,2025-08-10 21:57:41,EMP-003,Priya Nair,STORE-01,Main Street Location,Dine In
TCK-012156,2025-08-10 21:28:22,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012157,2025-08-10 13:51:24,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012158,2025-08-10 17:38:08,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Dine In
TCK-012159,2025-08-10 12:26:14,EMP-003,Priya Nair,STORE-01,Main Street Location,DoorDash
TCK-012160,2025-08-10 19:54:21,EMP-005,Sam Whitfield,STORE-01,Main Street Location,DoorDash
TCK-012161,2025-08-10 13:59:53,EMP-003,Priya Nair,STORE-01,Main Street Location,Takeout
TCK-012162,2025-08-10 17:10:49,EMP-005,Sam Whitfield,STORE-01,Main Street Location,Dine In
TCK-012163,2025-08-10 18:41:42,EMP-002,Marcus Lee,STORE-01,Main Street Location,DoorDash
TCK-012164,2025-08-10 22:48:23,EMP-001,Dana Ruiz,STORE-01,Main Street Location,Uber Eats
TCK-012165,2025-08-10 13:46:29,EMP-002,Marcus Lee,STORE-01,Main Street Location,Takeout
